	Gene1	Gene2	dist	strand	pred
1681	KVP08_012570	KVP08_012575	226	1	False
1682	KVP08_012575	KVP08_012580	102	1	False
1683	KVP08_012580	KVP08_012585	287	1	False
1684	KVP08_012590	KVP08_012595	-3	-1	True
1685	KVP08_012595	KVP08_012600	371	-1	False
1686	KVP08_012600	KVP08_012605	4	-1	True
1687	KVP08_012610	KVP08_012615	4	1	True
1688	KVP08_012630	KVP08_012635	198	-1	False
1689	KVP08_012640	KVP08_012645	123	1	False
1690	KVP08_012645	KVP08_012650	52	1	True
1691	KVP08_012650	KVP08_012655	387	1	False
1692	KVP08_012660	KVP08_012665	79	-1	True
1693	KVP08_012680	KVP08_012685	252	1	False
1694	KVP08_012685	KVP08_012690	66	1	True
1695	KVP08_012690	KVP08_012695	10	1	True
1696	KVP08_012695	KVP08_012700	116	1	False
1697	KVP08_012710	KVP08_012715	97	1	False
1698	KVP08_012715	KVP08_012720	157	1	False
1699	KVP08_012725	KVP08_012730	189	-1	False
1700	KVP08_012730	KVP08_012735	389	-1	False
1701	KVP08_012735	KVP08_012740	161	-1	False
1702	KVP08_012740	KVP08_012745	151	-1	False
1703	KVP08_012745	KVP08_012750	21	-1	True
1704	KVP08_012750	KVP08_012755	226	-1	False
1705	KVP08_012755	KVP08_012760	283	-1	False
1706	KVP08_012760	KVP08_012765	464	-1	False
1707	KVP08_012770	KVP08_012775	167	1	False
1708	KVP08_012775	KVP08_012780	88	1	True
1709	KVP08_012780	KVP08_012785	-3	1	True
1710	KVP08_012785	KVP08_012790	301	1	False
1711	KVP08_012790	KVP08_012795	75	1	True
1712	KVP08_012795	KVP08_012800	108	1	False
1713	KVP08_012825	KVP08_012830	48	-1	True
1714	KVP08_012830	KVP08_012835	110	-1	False
1715	KVP08_012850	KVP08_012855	75	1	True
1716	KVP08_012860	KVP08_012865	188	-1	False
1717	KVP08_012865	KVP08_012870	29	-1	True
1718	KVP08_012870	KVP08_012875	2	-1	True
1719	KVP08_012875	KVP08_012880	-7	-1	True
1720	KVP08_012900	KVP08_012905	142	1	False
1721	KVP08_012905	KVP08_012910	0	1	True
1722	KVP08_012910	KVP08_012915	11	1	True
1723	KVP08_012920	KVP08_012925	208	-1	False
1724	KVP08_012925	KVP08_012930	240	-1	False
1725	KVP08_012930	KVP08_012935	0	-1	True
1726	KVP08_012935	KVP08_012940	-7	-1	True
1727	KVP08_012940	KVP08_012945	223	-1	False
1728	KVP08_012945	KVP08_012950	262	-1	False
1729	KVP08_012950	KVP08_012955	35	-1	True
1730	KVP08_012955	KVP08_012960	83	-1	True
1731	KVP08_012960	KVP08_012965	417	-1	False
1732	KVP08_012965	KVP08_012970	226	-1	False
1733	KVP08_012975	KVP08_012980	227	1	False
1734	KVP08_012980	KVP08_012985	204	1	False
1735	KVP08_012995	KVP08_013000	131	1	False
1736	KVP08_013000	KVP08_013005	64	1	True
1737	KVP08_013015	KVP08_013020	-3	1	True
1738	KVP08_013020	KVP08_013025	75	1	True
1739	KVP08_013030	KVP08_013035	22	-1	True
1740	KVP08_013035	KVP08_013040	-25	-1	True
1741	KVP08_013045	KVP08_013050	-3	1	True
1742	KVP08_013050	KVP08_013055	12	1	True
1743	KVP08_013060	KVP08_013065	65	-1	True
1744	KVP08_013065	KVP08_013070	19	-1	True
1745	KVP08_013070	KVP08_013075	22	-1	True
1746	KVP08_013075	KVP08_013080	0	-1	True
1747	KVP08_013080	KVP08_013100	5751	-1	False
1748	KVP08_013105	KVP08_013110	93	1	False
1749	KVP08_013115	KVP08_013120	537	-1	False
1750	KVP08_013130	KVP08_013135	0	-1	True
1751	KVP08_013135	KVP08_013140	157	-1	False
1752	KVP08_013140	KVP08_013145	12	-1	True
1753	KVP08_013145	KVP08_013150	440	-1	False
1754	KVP08_013150	KVP08_013155	131	-1	False
1755	KVP08_013155	KVP08_013160	63	-1	True
1756	KVP08_013160	KVP08_013165	211	-1	False
1757	KVP08_013165	KVP08_013170	157	-1	False
1758	KVP08_013170	KVP08_013175	56	-1	True
1759	KVP08_013175	KVP08_013180	27	-1	True
1760	KVP08_013185	KVP08_013190	130	1	False
1761	KVP08_013195	KVP08_013200	172	-1	False
1762	KVP08_013200	KVP08_013205	-3	-1	True
1763	KVP08_013210	KVP08_013215	213	1	False
1764	KVP08_013215	KVP08_013220	122	1	False
1765	KVP08_013220	KVP08_013225	636	1	False
1766	KVP08_013230	KVP08_013235	338	-1	False
1767	KVP08_013240	KVP08_013245	64	1	True
1768	KVP08_013255	KVP08_013260	123	1	False
1769	KVP08_013260	KVP08_013265	459	1	False
1770	KVP08_013265	KVP08_013270	546	1	False
1771	KVP08_013275	KVP08_013280	7	-1	True
1772	KVP08_013285	KVP08_013290	71	1	True
1773	KVP08_013290	KVP08_013295	566	1	False
1774	KVP08_013300	KVP08_013305	330	-1	False
1775	KVP08_013305	KVP08_013310	4	-1	True
1776	KVP08_013315	KVP08_013320	145	1	False
1777	KVP08_013325	KVP08_013330	8	-1	True
1778	KVP08_013335	KVP08_013340	139	1	False
1779	KVP08_013340	KVP08_013345	206	1	False
1780	KVP08_013350	KVP08_013355	194	-1	False
1781	KVP08_013355	KVP08_013360	98	-1	False
1782	KVP08_013360	KVP08_013365	126	-1	False
1783	KVP08_013375	KVP08_013380	96	-1	False
1784	KVP08_013380	KVP08_013385	114	-1	False
1785	KVP08_013385	KVP08_013390	-7	-1	True
1786	KVP08_013390	KVP08_013395	4	-1	True
1787	KVP08_013395	KVP08_013400	190	-1	False
1788	KVP08_013400	KVP08_013405	-3	-1	True
1789	KVP08_013410	KVP08_013415	14	1	True
1790	KVP08_013415	KVP08_013420	0	1	True
1791	KVP08_013420	KVP08_013425	6	1	True
1792	KVP08_013425	KVP08_013430	108	1	False
1793	KVP08_013430	KVP08_013435	6	1	True
1794	KVP08_013435	KVP08_013440	228	1	False
1795	KVP08_013440	KVP08_013445	256	1	False
1796	KVP08_013445	KVP08_013450	583	1	False
1797	KVP08_013450	KVP08_013455	0	1	True
1798	KVP08_013455	KVP08_013460	58	1	True
1799	KVP08_013460	KVP08_013465	86	1	True
1800	KVP08_013465	KVP08_013470	92	1	True
1801	KVP08_013470	KVP08_013475	162	1	False
1802	KVP08_013475	KVP08_013480	0	1	True
1803	KVP08_013480	KVP08_013485	0	1	True
1804	KVP08_013490	KVP08_013495	23	-1	True
1805	KVP08_013495	KVP08_013500	169	-1	False
1806	KVP08_013500	KVP08_013505	934	-1	False
1807	KVP08_013505	KVP08_013510	115	-1	False
1808	KVP08_013510	KVP08_013515	371	-1	False
1809	KVP08_013515	KVP08_013520	2	-1	True
1810	KVP08_013520	KVP08_013525	4	-1	True
1811	KVP08_013525	KVP08_013530	0	-1	True
1812	KVP08_013530	KVP08_013535	233	-1	False
1813	KVP08_013535	KVP08_013540	351	-1	False
1814	KVP08_013555	KVP08_013560	364	1	False
1815	KVP08_013565	KVP08_013570	180	-1	False
1816	KVP08_013570	KVP08_013575	111	-1	False
1817	KVP08_013575	KVP08_013580	-7	-1	True
1818	KVP08_013580	KVP08_013585	52	-1	True
1819	KVP08_013585	KVP08_013590	104	-1	False
1820	KVP08_013590	KVP08_013595	180	-1	False
1821	KVP08_013595	KVP08_013600	3	-1	True
1822	KVP08_013600	KVP08_013605	151	-1	False
1823	KVP08_013615	KVP08_013620	4	-1	True
1824	KVP08_013620	KVP08_013625	56	-1	True
1825	KVP08_013625	KVP08_013630	65	-1	True
1826	KVP08_013630	KVP08_013635	70	-1	True
1827	KVP08_013635	KVP08_013640	129	-1	False
1828	KVP08_013655	KVP08_013660	285	1	False
1829	KVP08_013675	KVP08_013680	6	-1	True
1830	KVP08_013685	KVP08_013690	74	1	True
1831	KVP08_013690	KVP08_013695	64	1	True
1832	KVP08_013695	KVP08_013700	-6	1	True
1833	KVP08_013700	KVP08_013705	0	1	True
1834	KVP08_013705	KVP08_013710	-6	1	True
1835	KVP08_013710	KVP08_013715	81	1	True
1836	KVP08_013715	KVP08_013720	-7	1	True
1837	KVP08_013720	KVP08_013725	159	1	False
1838	KVP08_013725	KVP08_013730	341	1	False
1839	KVP08_013730	KVP08_013735	101	1	False
1840	KVP08_013735	KVP08_013740	156	1	False
1841	KVP08_013740	KVP08_013745	180	1	False
1842	KVP08_013745	KVP08_013750	36	1	True
1843	KVP08_013750	KVP08_013755	42	1	True
1844	KVP08_013755	KVP08_013760	26	1	True
1845	KVP08_013760	KVP08_013765	583	1	False
1846	KVP08_013770	KVP08_013775	86	-1	True
1847	KVP08_013775	KVP08_013780	36	-1	True
1848	KVP08_013780	KVP08_013785	293	-1	False
1849	KVP08_013785	KVP08_013790	257	-1	False
1850	KVP08_013790	KVP08_013795	13	-1	True
1851	KVP08_013795	KVP08_013800	18	-1	True
1852	KVP08_013800	KVP08_013805	27	-1	True
1853	KVP08_013805	KVP08_013810	162	-1	False
1854	KVP08_013810	KVP08_013815	65	-1	True
1855	KVP08_013820	KVP08_013825	146	1	False
1856	KVP08_013825	KVP08_013830	94	1	False
1857	KVP08_013845	KVP08_013850	77	-1	True
1858	KVP08_013850	KVP08_013855	173	-1	False
1859	KVP08_013855	KVP08_013860	92	-1	True
1860	KVP08_013860	KVP08_013865	43	-1	True
1861	KVP08_013875	KVP08_013880	35	-1	True
1862	KVP08_013880	KVP08_013885	66	-1	True
1863	KVP08_013885	KVP08_013890	38	-1	True
1864	KVP08_013890	KVP08_013895	115	-1	False
1865	KVP08_013985	KVP08_013990	395	1	False
1866	KVP08_013990	KVP08_013995	63	1	True
1867	KVP08_013995	KVP08_014000	0	1	True
1868	KVP08_014000	KVP08_014005	100	1	False
1869	KVP08_014005	KVP08_014010	-3	1	True
1870	KVP08_014015	KVP08_014020	288	-1	False
1871	KVP08_014025	KVP08_014030	172	1	False
1872	KVP08_014035	KVP08_014040	196	-1	False
1873	KVP08_014040	KVP08_014045	372	-1	False
1874	KVP08_014045	KVP08_014050	1	-1	True
1875	KVP08_014055	KVP08_014060	200	1	False
1876	KVP08_014060	KVP08_014065	0	1	True
1877	KVP08_014065	KVP08_014070	78	1	True
1878	KVP08_014070	KVP08_014075	99	1	False
1879	KVP08_014075	KVP08_014080	1	1	True
1880	KVP08_014080	KVP08_014085	171	1	False
1881	KVP08_014085	KVP08_014090	265	1	False
1882	KVP08_014090	KVP08_014095	272	1	False
1883	KVP08_014095	KVP08_014100	148	1	False
1884	KVP08_014100	KVP08_014105	11	1	True
1885	KVP08_014105	KVP08_014110	0	1	True
1886	KVP08_014115	KVP08_014120	12	-1	True
1887	KVP08_014120	KVP08_014125	-13	-1	True
1888	KVP08_014125	KVP08_014130	324	-1	False
1889	KVP08_014135	KVP08_014140	276	1	False
1890	KVP08_014140	KVP08_014145	107	1	False
1891	KVP08_014145	KVP08_014150	-7	1	True
1892	KVP08_014165	KVP08_014170	-16	-1	True
1893	KVP08_014175	KVP08_014180	63	1	True
1894	KVP08_014180	KVP08_014185	1393	1	False
1895	KVP08_014185	KVP08_014190	0	1	True
1896	KVP08_014190	KVP08_014195	-7	1	True
1897	KVP08_014195	KVP08_014200	8	1	True
1898	KVP08_014200	KVP08_014205	413	1	False
1899	KVP08_014205	KVP08_014210	74	1	True
1900	KVP08_014215	KVP08_014220	98	-1	False
1901	KVP08_014220	KVP08_014225	556	-1	False
1902	KVP08_014230	KVP08_014235	-3	1	True
1903	KVP08_014235	KVP08_014240	400	1	False
1904	KVP08_014240	KVP08_014245	-3	1	True
1905	KVP08_014250	KVP08_014255	-3	-1	True
1906	KVP08_014255	KVP08_014260	355	-1	False
1907	KVP08_014260	KVP08_014265	107	-1	False
1908	KVP08_014275	KVP08_014280	-40	-1	True
1909	KVP08_014285	KVP08_014290	-7	1	True
1910	KVP08_014290	KVP08_014295	272	1	False
1911	KVP08_014295	KVP08_014300	0	1	True
1912	KVP08_014300	KVP08_014305	130	1	False
1913	KVP08_014315	KVP08_014320	376	1	False
1914	KVP08_014320	KVP08_014325	12	1	True
1915	KVP08_014325	KVP08_014330	96	1	False
1916	KVP08_014340	KVP08_014345	581	1	False
1917	KVP08_014350	KVP08_014355	11	-1	True
1918	KVP08_014355	KVP08_014360	252	-1	False
1919	KVP08_014360	KVP08_014365	-10	-1	True
1920	KVP08_014365	KVP08_014370	116	-1	False
1921	KVP08_014375	KVP08_014380	104	1	False
1922	KVP08_014380	KVP08_014385	468	1	False
1923	KVP08_014390	KVP08_014395	212	-1	False
1924	KVP08_014395	KVP08_014400	2	-1	True
1925	KVP08_014400	KVP08_014405	468	-1	False
1926	KVP08_014405	KVP08_014410	75	-1	True
1927	KVP08_014410	KVP08_014415	132	-1	False
1928	KVP08_014415	KVP08_014420	3	-1	True
1929	KVP08_014420	KVP08_014425	28	-1	True
1930	KVP08_014425	KVP08_014430	73	-1	True
1931	KVP08_014430	KVP08_014435	53	-1	True
1932	KVP08_014435	KVP08_014440	9	-1	True
1933	KVP08_014440	KVP08_014445	-3	-1	True
1934	KVP08_014445	KVP08_014450	-7	-1	True
1935	KVP08_014450	KVP08_014455	404	-1	False
1936	KVP08_014455	KVP08_014460	1538	-1	False
1937	KVP08_014460	KVP08_014465	-22	-1	True
1938	KVP08_014465	KVP08_014470	1696	-1	False
1939	KVP08_014470	KVP08_014475	0	-1	True
1940	KVP08_014475	KVP08_014480	220	-1	False
1941	KVP08_014480	KVP08_014485	34	-1	True
1942	KVP08_014485	KVP08_014490	33	-1	True
1943	KVP08_014490	KVP08_014495	-3	-1	True
1944	KVP08_014495	KVP08_014500	78	-1	True
1945	KVP08_014500	KVP08_014505	216	-1	False
1946	KVP08_014505	KVP08_014510	112	-1	False
1947	KVP08_014510	KVP08_014515	148	-1	False
1948	KVP08_014515	KVP08_014520	803	-1	False
1949	KVP08_014530	KVP08_014535	123	-1	False
1950	KVP08_014540	KVP08_014545	16	1	True
1951	KVP08_014550	KVP08_014555	155	-1	False
1952	KVP08_014555	KVP08_014560	8	-1	True
1953	KVP08_014560	KVP08_014565	-16	-1	True
1954	KVP08_014565	KVP08_014570	65	-1	True
1955	KVP08_014570	KVP08_014575	14	-1	True
1956	KVP08_014575	KVP08_014580	19	-1	True
1957	KVP08_014580	KVP08_014585	16	-1	True
1958	KVP08_014585	KVP08_014590	14	-1	True
1959	KVP08_014590	KVP08_014595	48	-1	True
1960	KVP08_014595	KVP08_014600	-7	-1	True
1961	KVP08_014600	KVP08_014605	35	-1	True
1962	KVP08_014605	KVP08_014610	12	-1	True
1963	KVP08_014610	KVP08_014615	119	-1	False
1964	KVP08_014615	KVP08_014620	18	-1	True
1965	KVP08_014620	KVP08_014625	5	-1	True
1966	KVP08_014625	KVP08_014630	18	-1	True
1967	KVP08_014630	KVP08_014635	-3	-1	True
1968	KVP08_014635	KVP08_014640	-3	-1	True
1969	KVP08_014640	KVP08_014645	13	-1	True
1970	KVP08_014645	KVP08_014650	41	-1	True
1971	KVP08_014650	KVP08_014655	84	-1	True
1972	KVP08_014655	KVP08_014660	160	-1	False
1973	KVP08_014660	KVP08_014665	12	-1	True
1974	KVP08_014665	KVP08_014670	-31	-1	True
1975	KVP08_014670	KVP08_014675	-13	-1	True
1976	KVP08_014675	KVP08_014680	-7	-1	True
1977	KVP08_014680	KVP08_014685	45	-1	True
1978	KVP08_014685	KVP08_014690	176	-1	False
1979	KVP08_014690	KVP08_014695	-7	-1	True
1980	KVP08_014695	KVP08_014700	109	-1	False
1981	KVP08_014700	KVP08_014705	287	-1	False
1982	KVP08_014705	KVP08_014710	7	-1	True
1983	KVP08_014710	KVP08_014715	19	-1	True
1984	KVP08_014715	KVP08_014720	45	-1	True
1985	KVP08_014720	KVP08_014725	133	-1	False
1986	KVP08_014725	KVP08_014730	256	-1	False
1987	KVP08_014730	KVP08_014735	103	-1	False
1988	KVP08_014735	KVP08_014740	12	-1	True
1989	KVP08_014740	KVP08_014745	41	-1	True
1990	KVP08_014745	KVP08_014750	18	-1	True
1991	KVP08_014750	KVP08_014755	12	-1	True
1992	KVP08_014755	KVP08_014760	13	-1	True
1993	KVP08_014760	KVP08_014765	11	-1	True
1994	KVP08_014765	KVP08_014770	173	-1	False
1995	KVP08_014770	KVP08_014775	63	-1	True
1996	KVP08_014775	KVP08_014780	25	-1	True
1997	KVP08_014780	KVP08_014785	3	-1	True
1998	KVP08_014785	KVP08_014790	145	-1	False
1999	KVP08_014790	KVP08_014795	102	-1	False
2000	KVP08_014800	KVP08_014805	76	1	True
2001	KVP08_014805	KVP08_014810	3	1	True
2002	KVP08_014815	KVP08_014820	-3	-1	True
2003	KVP08_014825	KVP08_014835	180	1	False
2004	KVP08_014835	KVP08_014840	0	1	True
2005	KVP08_014840	KVP08_014845	60	1	True
2006	KVP08_014845	KVP08_014850	66	1	True
2007	KVP08_014855	KVP08_014860	-10	-1	True
2008	KVP08_014860	KVP08_014865	1	-1	True
2009	KVP08_014865	KVP08_014870	16	-1	True
2010	KVP08_014870	KVP08_014875	22	-1	True
2011	KVP08_014880	KVP08_014885	-3	1	True
2012	KVP08_014890	KVP08_014895	0	-1	True
2013	KVP08_014900	KVP08_014905	106	1	False
2014	KVP08_014905	KVP08_014910	247	1	False
2015	KVP08_014915	KVP08_014920	159	-1	False
2016	KVP08_014925	KVP08_014930	3	1	True
2017	KVP08_014940	KVP08_014945	159	1	False
2018	KVP08_014950	KVP08_014955	19	-1	True
2019	KVP08_014955	KVP08_014960	16	-1	True
2020	KVP08_014960	KVP08_014965	1241	-1	False
2021	KVP08_014975	KVP08_014980	107	-1	False
2022	KVP08_014980	KVP08_014985	118	-1	False
2023	KVP08_014995	KVP08_015000	80	-1	True
2024	KVP08_015000	KVP08_015005	12	-1	True
2025	KVP08_015005	KVP08_015010	13	-1	True
2026	KVP08_015010	KVP08_015015	160	-1	False
2027	KVP08_015015	KVP08_015020	42	-1	True
2028	KVP08_015020	KVP08_015025	-3	-1	True
2029	KVP08_015025	KVP08_015030	33	-1	True
2030	KVP08_015035	KVP08_015040	98	1	False
2031	KVP08_015050	KVP08_015055	11	1	True
2032	KVP08_015060	KVP08_015065	64	-1	True
2033	KVP08_015065	KVP08_015070	168	-1	False
2034	KVP08_015070	KVP08_015075	128	-1	False
2035	KVP08_015075	KVP08_015080	212	-1	False
2036	KVP08_015085	KVP08_015090	-40	1	True
2037	KVP08_015090	KVP08_015095	134	1	False
2038	KVP08_015095	KVP08_015100	-3	1	True
2039	KVP08_015100	KVP08_015105	99	1	False
2040	KVP08_015105	KVP08_015110	52	1	True
2041	KVP08_015115	KVP08_015120	165	-1	False
2042	KVP08_015125	KVP08_015130	33	1	True
2043	KVP08_015130	KVP08_015135	112	1	False
2044	KVP08_015140	KVP08_015145	354	-1	False
2045	KVP08_015150	KVP08_015155	150	1	False
2046	KVP08_015155	KVP08_015160	59	1	True
2047	KVP08_015160	KVP08_015165	31	1	True
2048	KVP08_015170	KVP08_015175	70	-1	True
2049	KVP08_015175	KVP08_015180	177	-1	False
2050	KVP08_015180	KVP08_015185	10	-1	True
2051	KVP08_015190	KVP08_015195	225	1	False
2052	KVP08_015195	KVP08_015200	72	1	True
2053	KVP08_015200	KVP08_015205	0	1	True
2054	KVP08_015205	KVP08_015210	69	1	True
2055	KVP08_015210	KVP08_015215	161	1	False
2056	KVP08_015215	KVP08_015220	0	1	True
2057	KVP08_015220	KVP08_015225	153	1	False
2058	KVP08_015230	KVP08_015235	420	-1	False
2059	KVP08_015235	KVP08_015240	179	-1	False
2060	KVP08_015240	KVP08_015245	0	-1	True
2061	KVP08_015245	KVP08_015250	46	-1	True
2062	KVP08_015255	KVP08_015260	10	1	True
2063	KVP08_015265	KVP08_015270	5	-1	True
2064	KVP08_015270	KVP08_015295	1548	-1	False
2065	KVP08_015305	KVP08_015310	65	-1	True
2066	KVP08_015310	KVP08_015315	-12	-1	True
2067	KVP08_015315	KVP08_015320	55	-1	True
2068	KVP08_015320	KVP08_015325	13	-1	True
2069	KVP08_015325	KVP08_015330	2	-1	True
2070	KVP08_015330	KVP08_015335	-3	-1	True
2071	KVP08_015335	KVP08_015340	-3	-1	True
2072	KVP08_015340	KVP08_015345	0	-1	True
2073	KVP08_015345	KVP08_015350	46	-1	True
2074	KVP08_015350	KVP08_015355	-7	-1	True
2075	KVP08_015355	KVP08_015360	75	-1	True
2076	KVP08_015370	KVP08_015375	150	-1	False
2077	KVP08_015395	KVP08_015400	316	-1	False
2078	KVP08_015415	KVP08_015420	45	1	True
2079	KVP08_015425	KVP08_015430	233	-1	False
2080	KVP08_015435	KVP08_015440	2	1	True
2081	KVP08_015440	KVP08_015445	-3	1	True
2082	KVP08_015445	KVP08_015450	100	1	False
2083	KVP08_015450	KVP08_015455	130	1	False
2084	KVP08_015460	KVP08_015465	208	-1	False
2085	KVP08_015465	KVP08_015470	167	-1	False
2086	KVP08_015470	KVP08_015475	269	-1	False
2087	KVP08_015475	KVP08_015480	66	-1	True
2088	KVP08_015480	KVP08_015485	-3	-1	True
2089	KVP08_015490	KVP08_015495	193	1	False
2090	KVP08_015515	KVP08_015520	1164	1	False
2091	KVP08_015520	KVP08_015525	16	1	True
2092	KVP08_015565	KVP08_015570	119	-1	False
2093	KVP08_015570	KVP08_015575	10	-1	True
2094	KVP08_015575	KVP08_015580	276	-1	False
2095	KVP08_015580	KVP08_015585	75	-1	True
2096	KVP08_015595	KVP08_015600	81	-1	True
2097	KVP08_015600	KVP08_015605	99	-1	False
2098	KVP08_015605	KVP08_015610	-3	-1	True
2099	KVP08_015610	KVP08_015615	-3	-1	True
2100	KVP08_015615	KVP08_015620	30	-1	True
2101	KVP08_015620	KVP08_015625	52	-1	True
2102	KVP08_015625	KVP08_015630	11	-1	True
2103	KVP08_015630	KVP08_015635	101	-1	False
2104	KVP08_015635	KVP08_015640	214	-1	False
2105	KVP08_015640	KVP08_015645	117	-1	False
2106	KVP08_015650	KVP08_015655	170	1	False
2107	KVP08_015660	KVP08_015665	190	-1	False
2108	KVP08_015670	KVP08_015675	-25	1	True
2109	KVP08_015675	KVP08_015680	99	1	False
2110	KVP08_015690	KVP08_015695	130	1	False
2111	KVP08_015695	KVP08_015700	272	1	False
2112	KVP08_015700	KVP08_015705	295	1	False
2113	KVP08_015710	KVP08_015715	0	-1	True
2114	KVP08_015715	KVP08_015720	79	-1	True
2115	KVP08_015720	KVP08_015725	15	-1	True
2116	KVP08_015725	KVP08_015730	140	-1	False
2117	KVP08_015730	KVP08_015735	68	-1	True
2118	KVP08_015735	KVP08_015740	8	-1	True
2119	KVP08_015740	KVP08_015745	100	-1	False
2120	KVP08_015745	KVP08_015750	211	-1	False
2121	KVP08_015760	KVP08_015765	268	-1	False
2122	KVP08_015770	KVP08_015775	113	1	False
2123	KVP08_015780	KVP08_015785	23	-1	True
2124	KVP08_015790	KVP08_015795	278	1	False
2125	KVP08_015795	KVP08_015800	200	1	False
2126	KVP08_015800	KVP08_015805	0	1	True
2127	KVP08_015815	KVP08_015820	153	1	False
2128	KVP08_015825	KVP08_015830	124	-1	False
2129	KVP08_015830	KVP08_015835	14	-1	True
2130	KVP08_015845	KVP08_015850	215	-1	False
2131	KVP08_015850	KVP08_015855	12	-1	True
2132	KVP08_015870	KVP08_015875	174	1	False
2133	KVP08_015880	KVP08_015885	86	-1	True
2134	KVP08_015890	KVP08_015895	4	1	True
2135	KVP08_015905	KVP08_015910	32	1	True
2136	KVP08_015925	KVP08_015930	79	-1	True
2137	KVP08_015930	KVP08_015935	433	-1	False
2138	KVP08_015935	KVP08_015940	86	-1	True
2139	KVP08_015945	KVP08_015950	3	1	True
2140	KVP08_015950	KVP08_015955	102	1	False
2141	KVP08_015965	KVP08_015970	27	1	True
2142	KVP08_015970	KVP08_015975	16	1	True
2143	KVP08_015975	KVP08_015980	68	1	True
2144	KVP08_016015	KVP08_016020	83	-1	True
2145	KVP08_016030	KVP08_016035	92	-1	True
2146	KVP08_016035	KVP08_016040	10	-1	True
2147	KVP08_016040	KVP08_016045	185	-1	False
2148	KVP08_016045	KVP08_016050	415	-1	False
2149	KVP08_016050	KVP08_016055	350	-1	False
2150	KVP08_016055	KVP08_016060	177	-1	False
2151	KVP08_016060	KVP08_016065	262	-1	False
2152	KVP08_016065	KVP08_016070	100	-1	False
2153	KVP08_016070	KVP08_016075	192	-1	False
2154	KVP08_016085	KVP08_016090	127	-1	False
2155	KVP08_016090	KVP08_016095	0	-1	True
2156	KVP08_016095	KVP08_016100	63	-1	True
2157	KVP08_016100	KVP08_016105	26	-1	True
2158	KVP08_016105	KVP08_016110	30	-1	True
2159	KVP08_016110	KVP08_016125	429	-1	False
2160	KVP08_016125	KVP08_016130	2	-1	True
2161	KVP08_016130	KVP08_016135	194	-1	False
2162	KVP08_016135	KVP08_016140	75	-1	True
2163	KVP08_016140	KVP08_016145	160	-1	False
2164	KVP08_016145	KVP08_016150	30	-1	True
2165	KVP08_016160	KVP08_016165	3	-1	True
2166	KVP08_016165	KVP08_016170	368	-1	False
2167	KVP08_016170	KVP08_016175	315	-1	False
2168	KVP08_016175	KVP08_016180	247	-1	False
2169	KVP08_016180	KVP08_016185	30	-1	True
2170	KVP08_016185	KVP08_016190	17	-1	True
2171	KVP08_016235	KVP08_016240	141	-1	False
2172	KVP08_016240	KVP08_016245	168	-1	False
2173	KVP08_016250	KVP08_016255	140	1	False
2174	KVP08_016255	KVP08_016260	264	1	False
2175	KVP08_016260	KVP08_016265	-10	1	True
2176	KVP08_016265	KVP08_016270	40	1	True
2177	KVP08_016270	KVP08_016275	43	1	True
2178	KVP08_016275	KVP08_016280	16	1	True
2179	KVP08_016290	KVP08_016295	60	1	True
2180	KVP08_016295	KVP08_016300	53	1	True
2181	KVP08_016300	KVP08_016305	13	1	True
2182	KVP08_016305	KVP08_016310	118	1	False
2183	KVP08_016310	KVP08_016315	0	1	True
2184	KVP08_016315	KVP08_016320	61	1	True
2185	KVP08_016320	KVP08_016325	-3	1	True
2186	KVP08_016325	KVP08_016330	18	1	True
2187	KVP08_016330	KVP08_016335	-16	1	True
2188	KVP08_016335	KVP08_016340	145	1	False
2189	KVP08_016340	KVP08_016345	122	1	False
2190	KVP08_016345	KVP08_016350	93	1	False
2191	KVP08_016350	KVP08_016355	-3	1	True
2192	KVP08_016370	KVP08_016375	96	-1	False
2193	KVP08_016385	KVP08_016390	-10	-1	True
2194	KVP08_016390	KVP08_016395	85	-1	True
2195	KVP08_016395	KVP08_016405	542	-1	False
2196	KVP08_016405	KVP08_016410	46	-1	True
2197	KVP08_016410	KVP08_016415	105	-1	False
2198	KVP08_016430	KVP08_016435	79	1	True
2199	KVP08_016435	KVP08_016440	-3	1	True
2200	KVP08_016450	KVP08_016455	23	1	True
2201	KVP08_016455	KVP08_016460	317	1	False
2202	KVP08_016460	KVP08_016465	251	1	False
2203	KVP08_016470	KVP08_016475	28	-1	True
2204	KVP08_016475	KVP08_016480	169	-1	False
2205	KVP08_016480	KVP08_016485	73	-1	True
2206	KVP08_016485	KVP08_016490	193	-1	False
2207	KVP08_016490	KVP08_016495	143	-1	False
2208	KVP08_016495	KVP08_016500	124	-1	False
2209	KVP08_016510	KVP08_016515	110	-1	False
2210	KVP08_016520	KVP08_016525	134	1	False
2211	KVP08_016525	KVP08_016530	125	1	False
2212	KVP08_016535	KVP08_016540	13	-1	True
2213	KVP08_016540	KVP08_016545	177	-1	False
2214	KVP08_016545	KVP08_016550	410	-1	False
2215	KVP08_016550	KVP08_016555	923	-1	False
2216	KVP08_016560	KVP08_016565	147	1	False
2217	KVP08_016570	KVP08_016575	152	-1	False
2218	KVP08_016575	KVP08_016580	298	-1	False
2219	KVP08_016580	KVP08_016585	10	-1	True
2220	KVP08_016585	KVP08_016590	239	-1	False
2221	KVP08_016590	KVP08_016595	12	-1	True
2222	KVP08_016595	KVP08_016600	99	-1	False
2223	KVP08_016600	KVP08_016605	47	-1	True
